"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 19 15:28:36 GMT 2024","Wed Jun 19 15:28:36 GMT 2024","284","Gradle suite","Gradle test","allcom_selenium.passwordReset.RestorePasswordWaitPageTests","allcom_selenium.passwordReset.RestorePasswordWaitPageTests","isLoginButtonPresent","isLoginButtonPresent",""
"passed","Wed Jun 19 15:16:45 GMT 2024","Wed Jun 19 15:16:45 GMT 2024","339","Gradle suite","Gradle test","allcom_selenium.footerTests.FooterPageTests","allcom_selenium.footerTests.FooterPageTests","clickPrivacyPolicyLocator","clickPrivacyPolicyLocator",""
"broken","Wed Jun 19 15:17:20 GMT 2024","Wed Jun 19 15:17:30 GMT 2024","10338","Gradle suite","Gradle test","allcom_selenium.footerTests.FooterPageTests","allcom_selenium.footerTests.FooterPageTests","clickTwitterLink","clickTwitterLink",""
"broken","Wed Jun 19 15:24:06 GMT 2024","Wed Jun 19 15:24:06 GMT 2024","77","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","isPasswordResetSuccessValidDataWithValidationCheck","isPasswordResetSuccessValidDataWithValidationCheck",""
"passed","Wed Jun 19 15:32:00 GMT 2024","Wed Jun 19 15:32:00 GMT 2024","310","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateCompanyPositionWithIncorrectData","validateCompanyPositionWithIncorrectData",""
"passed","Wed Jun 19 15:45:38 GMT 2024","Wed Jun 19 15:45:39 GMT 2024","335","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateStreetWithIncorrectData","validateStreetWithIncorrectData",""
"passed","Wed Jun 19 15:18:18 GMT 2024","Wed Jun 19 15:18:34 GMT 2024","15409","Gradle suite","Gradle test","allcom_selenium.header.AllcomLogoTests","allcom_selenium.header.AllcomLogoTests","clickAllcomLogoNavigatesToHomePage","clickAllcomLogoNavigatesToHomePage",""
"passed","Wed Jun 19 15:34:43 GMT 2024","Wed Jun 19 15:34:43 GMT 2024","209","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateFirstNameWithIncorrectData","validateFirstNameWithIncorrectData",""
"passed","Wed Jun 19 15:52:34 GMT 2024","Wed Jun 19 15:52:34 GMT 2024","274","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","searchBoxInputTextTest","Test search box input text",""
"passed","Wed Jun 19 15:46:02 GMT 2024","Wed Jun 19 15:46:02 GMT 2024","319","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateStreetWithIncorrectData","validateStreetWithIncorrectData",""
"passed","Wed Jun 19 15:45:52 GMT 2024","Wed Jun 19 15:45:53 GMT 2024","310","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateStreetWithIncorrectData","validateStreetWithIncorrectData",""
"passed","Wed Jun 19 15:27:12 GMT 2024","Wed Jun 19 15:27:12 GMT 2024","346","Gradle suite","Gradle test","allcom_selenium.passwordReset.RestorePasswordTests","allcom_selenium.passwordReset.RestorePasswordTests","restoreWithInvalidEmail","restoreWithInvalidEmail",""
"broken","Wed Jun 19 15:13:23 GMT 2024","Wed Jun 19 15:13:34 GMT 2024","10992","Gradle suite","Gradle test","allcom_selenium.footerTests.FooterPageTests","allcom_selenium.footerTests.FooterPageTests","clickFacebookLink","clickFacebookLink",""
"passed","Wed Jun 19 15:32:20 GMT 2024","Wed Jun 19 15:32:20 GMT 2024","325","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateCompanyPositionWithIncorrectData","validateCompanyPositionWithIncorrectData",""
"broken","Wed Jun 19 15:24:32 GMT 2024","Wed Jun 19 15:24:32 GMT 2024","65","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","validatePasswordConfirmWithIncorrectData","validatePasswordConfirmWithIncorrectData",""
"passed","Wed Jun 19 15:35:52 GMT 2024","Wed Jun 19 15:35:52 GMT 2024","346","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateHouseNumberWithIncorrectData","validateHouseNumberWithIncorrectData",""
"passed","Wed Jun 19 15:41:40 GMT 2024","Wed Jun 19 15:41:40 GMT 2024","195","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validatePhoneWithIncorrectData","validatePhoneWithIncorrectData",""
"broken","Wed Jun 19 15:24:58 GMT 2024","Wed Jun 19 15:24:58 GMT 2024","69","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","validatePasswordConfirmWithIncorrectData","validatePasswordConfirmWithIncorrectData",""
"passed","Wed Jun 19 15:34:34 GMT 2024","Wed Jun 19 15:34:34 GMT 2024","186","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateFirstNameWithIncorrectData","validateFirstNameWithIncorrectData",""
"passed","Wed Jun 19 15:11:16 GMT 2024","Wed Jun 19 15:11:17 GMT 2024","350","Gradle suite","Gradle test","allcom_restassured.Login.LoginAdminTestsRA","allcom_restassured.Login.LoginAdminTestsRA","loginNonExistentUserNegativeTestMessage2","loginNonExistentUserNegativeTestMessage2",""
"passed","Wed Jun 19 15:53:57 GMT 2024","Wed Jun 19 15:53:58 GMT 2024","208","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","searchBoxInputTest","Test search box input",""
"passed","Wed Jun 19 15:35:15 GMT 2024","Wed Jun 19 15:35:15 GMT 2024","180","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateFirstNameWithIncorrectData","validateFirstNameWithIncorrectData",""
"passed","Wed Jun 19 15:33:48 GMT 2024","Wed Jun 19 15:33:48 GMT 2024","252","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateEmailWithIncorrectData","validateEmailWithIncorrectData",""
"passed","Wed Jun 19 15:30:55 GMT 2024","Wed Jun 19 15:30:55 GMT 2024","311","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateCompanyNameWithIncorrectData","validateCompanyNameWithIncorrectData",""
"passed","Wed Jun 19 15:36:11 GMT 2024","Wed Jun 19 15:36:11 GMT 2024","312","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateHouseNumberWithIncorrectData","validateHouseNumberWithIncorrectData",""
"passed","Wed Jun 19 15:19:25 GMT 2024","Wed Jun 19 15:19:26 GMT 2024","875","Gradle suite","Gradle test","allcom_selenium.login.LoginNegativeTests","allcom_selenium.login.LoginNegativeTests","loginWithInvalidData","loginWithInvalidData",""
"passed","Wed Jun 19 15:36:16 GMT 2024","Wed Jun 19 15:36:16 GMT 2024","298","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateHouseNumberWithIncorrectData","validateHouseNumberWithIncorrectData",""
"passed","Wed Jun 19 15:52:27 GMT 2024","Wed Jun 19 15:52:27 GMT 2024","1","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","searchBoxInputIsPresent","Check if search box input is present",""
"passed","Wed Jun 19 15:59:02 GMT 2024","Wed Jun 19 15:59:03 GMT 2024","294","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","validateSearchWithIncorrectData","Validate search with incorrect data",""
"passed","Wed Jun 19 15:43:08 GMT 2024","Wed Jun 19 15:43:08 GMT 2024","302","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validatePostalWithIncorrectData","validatePostalWithIncorrectData",""
"passed","Wed Jun 19 15:32:48 GMT 2024","Wed Jun 19 15:32:48 GMT 2024","202","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateEmailWithIncorrectData","validateEmailWithIncorrectData",""
"passed","Wed Jun 19 15:43:17 GMT 2024","Wed Jun 19 15:43:18 GMT 2024","307","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validatePostalWithIncorrectData","validatePostalWithIncorrectData",""
"broken","Wed Jun 19 15:23:51 GMT 2024","Wed Jun 19 15:23:51 GMT 2024","68","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","isPasswordResetNotSuccessInvalidDataWithValidationCheck","isPasswordResetNotSuccessInvalidDataWithValidationCheck",""
"passed","Wed Jun 19 15:54:16 GMT 2024","Wed Jun 19 15:54:16 GMT 2024","185","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","searchBoxInputTest","Test search box input",""
"passed","Wed Jun 19 15:19:40 GMT 2024","Wed Jun 19 15:19:41 GMT 2024","587","Gradle suite","Gradle test","allcom_selenium.login.LoginNegativeTests","allcom_selenium.login.LoginNegativeTests","loginWithInvalidData","loginWithInvalidData",""
"broken","Wed Jun 19 15:15:30 GMT 2024","Wed Jun 19 15:15:45 GMT 2024","15747","Gradle suite","Gradle test","allcom_selenium.footerTests.FooterPageTests","allcom_selenium.footerTests.FooterPageTests","clickMyAuctionsLink","clickMyAuctionsLink",""
"passed","Wed Jun 19 15:21:29 GMT 2024","Wed Jun 19 15:21:30 GMT 2024","580","Gradle suite","Gradle test","allcom_selenium.login.LoginNegativeTests","allcom_selenium.login.LoginNegativeTests","loginWithInvalidData","loginWithInvalidData",""
"passed","Wed Jun 19 15:40:26 GMT 2024","Wed Jun 19 15:40:27 GMT 2024","240","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validatePasswordWithIncorrectData","validatePasswordWithIncorrectData",""
"passed","Wed Jun 19 15:36:58 GMT 2024","Wed Jun 19 15:36:58 GMT 2024","372","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateHouseNumberWithIncorrectData","validateHouseNumberWithIncorrectData",""
