"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 19 15:42:38 GMT 2024","Wed Jun 19 15:42:38 GMT 2024","367","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","validateSearchWithIncorrectData","Validate search with incorrect data",""
"passed","Wed Jun 19 15:06:33 GMT 2024","Wed Jun 19 15:06:33 GMT 2024","1","Gradle suite","Gradle test","allcom_selenium.categoriesTests.CategoriesTests","allcom_selenium.categoriesTests.CategoriesTests","categoriesArePresent","categoriesArePresent",""
"skipped","Wed Jun 19 15:35:28 GMT 2024","Wed Jun 19 15:35:28 GMT 2024","0","Gradle suite","Gradle test","allcom_selenium.header.HeaderAccountTests","allcom_selenium.header.HeaderAccountTests","clickWishlistTopNavigatesToCorrectPage","clickWishlistTopNavigatesToCorrectPage",""
"passed","Wed Jun 19 15:17:04 GMT 2024","Wed Jun 19 15:17:04 GMT 2024","244","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","validatePasswordWithIncorrectData","validatePasswordWithIncorrectData",""
"passed","Wed Jun 19 15:05:59 GMT 2024","Wed Jun 19 15:05:59 GMT 2024","203","Gradle suite","Gradle test","allcom_restassured.Login.LoginAdminTestsRA","allcom_restassured.Login.LoginAdminTestsRA","loginAdminInvalidEmailNegativeTestMessage","loginAdminInvalidEmailNegativeTestMessage",""
"passed","Wed Jun 19 15:43:11 GMT 2024","Wed Jun 19 15:43:12 GMT 2024","369","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","validateSearchWithIncorrectData","Validate search with incorrect data",""
"passed","Wed Jun 19 15:37:47 GMT 2024","Wed Jun 19 15:37:48 GMT 2024","270","Gradle suite","Gradle test","allcom_selenium.header.SearchBoxTests","allcom_selenium.header.SearchBoxTests","searchBoxInputTest","Test search box input",""
"passed","Wed Jun 19 15:11:13 GMT 2024","Wed Jun 19 15:11:13 GMT 2024","59","Gradle suite","Gradle test","allcom_selenium.header.AllcomLogoTests","allcom_selenium.header.AllcomLogoTests","allcomLogoIsClickable","allcomLogoIsClickable",""
"passed","Wed Jun 19 15:24:52 GMT 2024","Wed Jun 19 15:24:52 GMT 2024","200","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateLastNameWithIncorrectData","validateLastNameWithIncorrectData",""
"passed","Wed Jun 19 15:18:14 GMT 2024","Wed Jun 19 15:18:14 GMT 2024","355","Gradle suite","Gradle test","allcom_selenium.passwordReset.RestorePasswordTests","allcom_selenium.passwordReset.RestorePasswordTests","restoreWithInvalidEmail","restoreWithInvalidEmail",""
"passed","Wed Jun 19 15:21:17 GMT 2024","Wed Jun 19 15:21:17 GMT 2024","200","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateEmailWithIncorrectData","validateEmailWithIncorrectData",""
"passed","Wed Jun 19 15:16:41 GMT 2024","Wed Jun 19 15:16:42 GMT 2024","205","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","validatePasswordWithIncorrectData","validatePasswordWithIncorrectData",""
"passed","Wed Jun 19 15:15:21 GMT 2024","Wed Jun 19 15:15:21 GMT 2024","123","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","isCreateNewPasswordButtonPresent","isCreateNewPasswordButtonPresent",""
"passed","Wed Jun 19 15:24:49 GMT 2024","Wed Jun 19 15:24:49 GMT 2024","199","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateLastNameWithIncorrectData","validateLastNameWithIncorrectData",""
"passed","Wed Jun 19 15:29:45 GMT 2024","Wed Jun 19 15:29:45 GMT 2024","331","Gradle suite","Gradle test","allcom_selenium.registration.RegisterPageNegativeTests","allcom_selenium.registration.RegisterPageNegativeTests","validateStreetWithIncorrectData","validateStreetWithIncorrectData",""
"passed","Wed Jun 19 15:16:53 GMT 2024","Wed Jun 19 15:16:53 GMT 2024","253","Gradle suite","Gradle test","allcom_selenium.passwordReset.CreateNewPasswordPageTests","allcom_selenium.passwordReset.CreateNewPasswordPageTests","validatePasswordWithIncorrectData","validatePasswordWithIncorrectData",""
"passed","Wed Jun 19 15:17:25 GMT 2024","Wed Jun 19 15:17:26 GMT 2024","299","Gradle suite","Gradle test","allcom_selenium.passwordReset.RestorePasswordTests","allcom_selenium.passwordReset.RestorePasswordTests","restoreWithInvalidEmail","restoreWithInvalidEmail",""
"passed","Wed Jun 19 15:11:19 GMT 2024","Wed Jun 19 15:11:22 GMT 2024","3419","Gradle suite","Gradle test","allcom_selenium.header.AllcomLogoTests","allcom_selenium.header.AllcomLogoTests","clickAllcomLogoNavigatesToHomePage","clickAllcomLogoNavigatesToHomePage",""
